Policy_Scenario,LCP_scenario,Sector_market,year,value,unit
Low-Bioenergy,No-LCP,BECCS,2025,60.801709497205884,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2030,87.3211515656609,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2035,107.41669200376307,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2040,108.74522915374455,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2045,107.23424032569916,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2050,113.66829050816682,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2055,131.3863448580131,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2060,155.84499719036134,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2065,176.12397309237232,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2070,196.2532680888924,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2075,211.72907057257325,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2080,231.48872476398742,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2085,254.96262978320874,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2090,284.5541509720138,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2095,321.60594311881385,2010$ per tCO2
Low-Bioenergy,No-LCP,BECCS,2100,312.7510981234217,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2025,52.732031334324255,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2030,76.18480789092813,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2035,94.63886713349042,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2040,96.19678220283016,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2045,95.2224020064534,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2050,100.81225586821031,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2055,118.27947407973815,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2060,142.07632855446286,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2065,161.41123829776552,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2070,177.79308404801898,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2075,192.3234305596478,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2080,211.3726409862103,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2085,232.40340525180176,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2090,259.2030767290334,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2095,292.0130919378663,2010$ per tCO2
Low-Bioenergy,10%-LCP,BECCS,2100,328.32718698751927,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2025,45.39092161093965,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2030,67.74650072432624,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2035,84.8141585177913,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2040,86.5918827490097,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2045,86.34497527685963,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2050,91.34462486231199,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2055,108.49612494385511,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2060,131.84792786885322,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2065,153.33312113346588,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2070,174.18201072352758,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2075,189.56002485307113,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2080,205.28679160387446,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2085,225.6416219996193,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2090,251.96300171360906,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2095,285.09475157325966,2010$ per tCO2
Low-Bioenergy,100%-LCP,BECCS,2100,325.0937258301636,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2025,47.71908538646384,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2030,68.70875243633142,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2035,86.09617636353128,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2040,87.83100856771516,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2045,87.400239224741,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2050,92.44313293953616,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2055,109.58623237573885,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2060,132.60387891602764,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2065,153.2786841970866,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2070,172.86516877631263,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2075,186.90913668682816,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2080,200.86644878617815,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2085,218.45101670858145,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2090,245.84563711210885,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2095,279.5846471752725,2010$ per tCO2
Low-Bioenergy,50%-LCP,BECCS,2100,316.54628464601655,2010$ per tCO2
2C Main,No-LCP,BECCS,2025,43.372573468045736,2010$ per tCO2
2C Main,No-LCP,BECCS,2030,79.20631482104227,2010$ per tCO2
2C Main,No-LCP,BECCS,2035,111.09100630494366,2010$ per tCO2
2C Main,No-LCP,BECCS,2040,128.78524681451267,2010$ per tCO2
2C Main,No-LCP,BECCS,2045,149.29740230604915,2010$ per tCO2
2C Main,No-LCP,BECCS,2050,173.0764539518559,2010$ per tCO2
2C Main,No-LCP,BECCS,2055,200.64290570766903,2010$ per tCO2
2C Main,No-LCP,BECCS,2060,232.60036025448505,2010$ per tCO2
2C Main,No-LCP,BECCS,2065,269.64750836688216,2010$ per tCO2
2C Main,No-LCP,BECCS,2070,312.5954928257611,2010$ per tCO2
2C Main,No-LCP,BECCS,2075,331.54361403655446,2010$ per tCO2
2C Main,No-LCP,BECCS,2080,326.34497489757945,2010$ per tCO2
2C Main,No-LCP,BECCS,2085,324.45664225830933,2010$ per tCO2
2C Main,No-LCP,BECCS,2090,325.1103606718809,2010$ per tCO2
2C Main,No-LCP,BECCS,2095,330.16804029724335,2010$ per tCO2
2C Main,No-LCP,BECCS,2100,341.72526757385896,2010$ per tCO2
1.5C,No-LCP,BECCS,2025,82.72829512200768,2010$ per tCO2
1.5C,No-LCP,BECCS,2030,151.0776167884951,2010$ per tCO2
1.5C,No-LCP,BECCS,2035,211.89389431084695,2010$ per tCO2
1.5C,No-LCP,BECCS,2040,245.64313928193627,2010$ per tCO2
1.5C,No-LCP,BECCS,2045,284.7677555258454,2010$ per tCO2
1.5C,No-LCP,BECCS,2050,276.05761404868315,2010$ per tCO2
1.5C,No-LCP,BECCS,2055,273.4348691286237,2010$ per tCO2
1.5C,No-LCP,BECCS,2060,279.4230201619004,2010$ per tCO2
1.5C,No-LCP,BECCS,2065,289.3602840385061,2010$ per tCO2
1.5C,No-LCP,BECCS,2070,303.7288403461171,2010$ per tCO2
1.5C,No-LCP,BECCS,2075,317.4069759645913,2010$ per tCO2
1.5C,No-LCP,BECCS,2080,325.51047670103515,2010$ per tCO2
1.5C,No-LCP,BECCS,2085,334.7392451766792,2010$ per tCO2
1.5C,No-LCP,BECCS,2090,349.5606398803446,2010$ per tCO2
1.5C,No-LCP,BECCS,2095,370.8428041896103,2010$ per tCO2
1.5C,No-LCP,BECCS,2100,401.7572609995882,2010$ per tCO2
1.5C,10%-LCP,BECCS,2025,75.44330687417207,2010$ per tCO2
1.5C,10%-LCP,BECCS,2030,137.77355221694128,2010$ per tCO2
1.5C,10%-LCP,BECCS,2035,193.23471636467113,2010$ per tCO2
1.5C,10%-LCP,BECCS,2040,224.0118382715932,2010$ per tCO2
1.5C,10%-LCP,BECCS,2045,259.6913715423899,2010$ per tCO2
1.5C,10%-LCP,BECCS,2050,299.46324992496824,2010$ per tCO2
1.5C,10%-LCP,BECCS,2055,291.94076086567094,2010$ per tCO2
1.5C,10%-LCP,BECCS,2060,296.08143728855396,2010$ per tCO2
1.5C,10%-LCP,BECCS,2065,303.7912413319253,2010$ per tCO2
1.5C,10%-LCP,BECCS,2070,314.599317312502,2010$ per tCO2
1.5C,10%-LCP,BECCS,2075,321.5499856027213,2010$ per tCO2
1.5C,10%-LCP,BECCS,2080,328.0283313199845,2010$ per tCO2
1.5C,10%-LCP,BECCS,2085,336.38689169205253,2010$ per tCO2
1.5C,10%-LCP,BECCS,2090,349.17881727505437,2010$ per tCO2
1.5C,10%-LCP,BECCS,2095,367.50018939561653,2010$ per tCO2
1.5C,10%-LCP,BECCS,2100,393.22295889580334,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2025,40.11022500520761,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2030,73.24883904490521,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2035,102.73524343807992,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2040,119.09825063750593,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2045,138.06749845405673,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2050,160.05806708754082,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2055,185.55118497678026,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2060,215.10497788844975,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2065,249.36521800591694,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2070,289.082687841983,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2075,335.12640988668534,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2080,346.0073467049164,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2085,342.0286815687479,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2090,341.3900888353642,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2095,343.58151849101586,2010$ per tCO2
A/R-Focused,10%-LCP,BECCS,2100,348.9826563043923,2010$ per tCO2
2C Main,10%-LCP,BECCS,2025,40.71754852464865,2010$ per tCO2
2C Main,10%-LCP,BECCS,2030,74.3580623278598,2010$ per tCO2
2C Main,10%-LCP,BECCS,2035,104.29096733437441,2010$ per tCO2
2C Main,10%-LCP,BECCS,2040,120.90161700360655,2010$ per tCO2
2C Main,10%-LCP,BECCS,2045,140.15819623337143,2010$ per tCO2
2C Main,10%-LCP,BECCS,2050,162.4815731943913,2010$ per tCO2
2C Main,10%-LCP,BECCS,2055,188.36083142887097,2010$ per tCO2
2C Main,10%-LCP,BECCS,2060,218.3619518068681,2010$ per tCO2
2C Main,10%-LCP,BECCS,2065,253.14104217409593,2010$ per tCO2
2C Main,10%-LCP,BECCS,2070,293.4600475586893,2010$ per tCO2
2C Main,10%-LCP,BECCS,2075,340.2003932455008,2010$ per tCO2
2C Main,10%-LCP,BECCS,2080,350.4664237898412,2010$ per tCO2
2C Main,10%-LCP,BECCS,2085,346.8352529866308,2010$ per tCO2
2C Main,10%-LCP,BECCS,2090,346.5687223740246,2010$ per tCO2
2C Main,10%-LCP,BECCS,2095,349.1079164010255,2010$ per tCO2
2C Main,10%-LCP,BECCS,2100,355.3028642453911,2010$ per tCO2
1.5C,100%-LCP,BECCS,2025,66.29913968356836,2010$ per tCO2
1.5C,100%-LCP,BECCS,2030,121.0748427045227,2010$ per tCO2
1.5C,100%-LCP,BECCS,2035,169.81369206252393,2010$ per tCO2
1.5C,100%-LCP,BECCS,2040,196.8604667155887,2010$ per tCO2
1.5C,100%-LCP,BECCS,2045,228.21514543439582,2010$ per tCO2
1.5C,100%-LCP,BECCS,2050,264.5640161987085,2010$ per tCO2
1.5C,100%-LCP,BECCS,2055,306.70209815616823,2010$ per tCO2
1.5C,100%-LCP,BECCS,2060,355.5517458145168,2010$ per tCO2
1.5C,100%-LCP,BECCS,2065,379.71264416368706,2010$ per tCO2
1.5C,100%-LCP,BECCS,2070,390.0182039108441,2010$ per tCO2
1.5C,100%-LCP,BECCS,2075,392.42751915542794,2010$ per tCO2
1.5C,100%-LCP,BECCS,2080,397.18217189438866,2010$ per tCO2
1.5C,100%-LCP,BECCS,2085,407.3902782082866,2010$ per tCO2
1.5C,100%-LCP,BECCS,2090,420.9720965211404,2010$ per tCO2
1.5C,100%-LCP,BECCS,2095,437.1969379500144,2010$ per tCO2
1.5C,100%-LCP,BECCS,2100,457.86034630780847,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2025,32.872367377668986,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2030,60.03118061056253,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2035,84.19678602810338,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2040,97.60710120857233,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2045,113.1535910826777,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2050,131.17567880185652,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2055,152.06860009421337,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2060,176.28919123543406,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2065,204.36746499061275,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2070,236.91818655607943,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2075,274.6528629277213,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2080,318.3979336667107,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2085,369.1104811062719,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2090,419.834426269027,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2095,418.1302944704688,2010$ per tCO2
A/R-Focused,100%-LCP,BECCS,2100,420.10760960923517,2010$ per tCO2
2C Main,100%-LCP,BECCS,2025,36.368301809522904,2010$ per tCO2
2C Main,100%-LCP,BECCS,2030,66.41531252833549,2010$ per tCO2
2C Main,100%-LCP,BECCS,2035,93.15077703154377,2010$ per tCO2
2C Main,100%-LCP,BECCS,2040,107.98741361573748,2010$ per tCO2
2C Main,100%-LCP,BECCS,2045,125.18719603868195,2010$ per tCO2
2C Main,100%-LCP,BECCS,2050,145.12634240976556,2010$ per tCO2
2C Main,100%-LCP,BECCS,2055,168.24101767998224,2010$ per tCO2
2C Main,100%-LCP,BECCS,2060,195.03725587778402,2010$ per tCO2
2C Main,100%-LCP,BECCS,2065,226.10170919792026,2010$ per tCO2
2C Main,100%-LCP,BECCS,2070,262.1140507962528,2010$ per tCO2
2C Main,100%-LCP,BECCS,2075,303.8618581435339,2010$ per tCO2
2C Main,100%-LCP,BECCS,2080,352.2592172176288,2010$ per tCO2
2C Main,100%-LCP,BECCS,2085,408.3653266957386,2010$ per tCO2
2C Main,100%-LCP,BECCS,2090,469.79790167751827,2010$ per tCO2
2C Main,100%-LCP,BECCS,2095,472.3588624095909,2010$ per tCO2
2C Main,100%-LCP,BECCS,2100,478.1053609936838,2010$ per tCO2
1.5C,50%-LCP,BECCS,2025,67.77796625200988,2010$ per tCO2
1.5C,50%-LCP,BECCS,2030,123.77534456224143,2010$ per tCO2
1.5C,50%-LCP,BECCS,2035,173.6010921725303,2010$ per tCO2
1.5C,50%-LCP,BECCS,2040,201.2514695065915,2010$ per tCO2
1.5C,50%-LCP,BECCS,2045,233.30566585296452,2010$ per tCO2
1.5C,50%-LCP,BECCS,2050,270.46526597168423,2010$ per tCO2
1.5C,50%-LCP,BECCS,2055,313.54306634962694,2010$ per tCO2
1.5C,50%-LCP,BECCS,2060,342.13996328881495,2010$ per tCO2
1.5C,50%-LCP,BECCS,2065,346.3016823627641,2010$ per tCO2
1.5C,50%-LCP,BECCS,2070,352.98595012520246,2010$ per tCO2
1.5C,50%-LCP,BECCS,2075,353.2066180523741,2010$ per tCO2
1.5C,50%-LCP,BECCS,2080,357.71005728698935,2010$ per tCO2
1.5C,50%-LCP,BECCS,2085,367.2047960771617,2010$ per tCO2
1.5C,50%-LCP,BECCS,2090,379.7637236216348,2010$ per tCO2
1.5C,50%-LCP,BECCS,2095,395.5376333826986,2010$ per tCO2
1.5C,50%-LCP,BECCS,2100,416.55027869359134,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2025,35.18714231664133,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2030,64.25846651000747,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2035,90.12573537616595,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2040,104.48031666855005,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2045,121.12114647183199,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2050,140.41286695357272,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2055,162.77675971098824,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2060,188.7031485657649,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2065,218.75842781445417,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2070,253.6011858617324,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2075,293.9933677357342,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2080,340.81887928027527,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2085,388.14833388774287,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2090,383.45839087017157,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2095,383.8050129824674,2010$ per tCO2
A/R-Focused,50%-LCP,BECCS,2100,386.6003842542598,2010$ per tCO2
2C Main,50%-LCP,BECCS,2025,37.420058809834686,2010$ per tCO2
2C Main,50%-LCP,BECCS,2030,68.33609201868475,2010$ per tCO2
2C Main,50%-LCP,BECCS,2035,95.8446640653612,2010$ per tCO2
2C Main,50%-LCP,BECCS,2040,111.11043735015379,2010$ per tCO2
2C Main,50%-LCP,BECCS,2045,128.8075718451797,2010$ per tCO2
2C Main,50%-LCP,BECCS,2050,149.3230347486668,2010$ per tCO2
2C Main,50%-LCP,BECCS,2055,173.10663408590574,2010$ per tCO2
2C Main,50%-LCP,BECCS,2060,200.67804695964486,2010$ per tCO2
2C Main,50%-LCP,BECCS,2065,232.64046262438683,2010$ per tCO2
2C Main,50%-LCP,BECCS,2070,269.69422556068525,2010$ per tCO2
2C Main,50%-LCP,BECCS,2075,312.6496516964533,2010$ per tCO2
2C Main,50%-LCP,BECCS,2080,362.44645945217377,2010$ per tCO2
2C Main,50%-LCP,BECCS,2085,410.8602670472543,2010$ per tCO2
2C Main,50%-LCP,BECCS,2090,408.1347946107921,2010$ per tCO2
2C Main,50%-LCP,BECCS,2095,410.182549449174,2010$ per tCO2
2C Main,50%-LCP,BECCS,2100,414.63400967667775,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2025,64.7059594078617,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2030,116.50310669717474,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2035,164.58860923192282,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2040,190.74533582794894,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2045,220.8498049647315,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2050,256.73498908958396,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2055,299.67102009747396,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2060,349.9742387461843,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2065,407.7521508255058,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2070,474.45255325723826,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2075,550.752353722742,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2080,638.7818386994317,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2085,740.9631701582547,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2090,859.433858893743,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2095,997.2878473238535,2010$ per tCO2
Low-Bioenergy,No-LCP,FFI,2100,1160.442161598276,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2025,54.571745252588265,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2030,96.84562886367176,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2035,137.0703368494299,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2040,158.6870350829097,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2045,183.50433414937922,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2050,213.2360491172633,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2055,249.22159553567607,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2060,291.42774732829463,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2065,339.7585990744946,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2070,395.3106207195082,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2075,459.158097601124,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2080,532.9185416119916,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2085,618.5476812295218,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2090,717.9162892602302,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2095,832.90565521033,2010$ per tCO2
Low-Bioenergy,10%-LCP,FFI,2100,965.9003247468941,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2025,45.39092161093965,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2030,78.02506517865973,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2035,109.6471897120437,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2040,126.49331575918548,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2045,145.9395301709804,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2050,169.33689196718595,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2055,198.1082810867337,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2060,231.9075872845477,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2065,270.55772201765086,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2070,315.11799013895563,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2075,366.1207655659018,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2080,424.8431914194067,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2085,493.2257940853331,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2090,572.6760557193586,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2095,664.7862263754138,2010$ per tCO2
Low-Bioenergy,100%-LCP,FFI,2100,771.554826568102,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2025,47.89710739140757,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2030,82.21144887325244,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2035,116.11289956647458,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2040,134.19245650772476,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2045,154.98643693360572,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2050,179.94351593718147,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2055,210.48974347689025,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2060,246.33595066929624,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2065,287.3725452068787,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2070,334.67392333632915,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2075,388.8233502474281,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2080,451.0928232886616,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2085,523.5663068403327,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2090,608.1223969135597,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2095,706.0533704236451,2010$ per tCO2
Low-Bioenergy,50%-LCP,FFI,2100,819.2577024671127,2010$ per tCO2
2C Main,No-LCP,FFI,2025,43.372573468045736,2010$ per tCO2
2C Main,No-LCP,FFI,2030,79.20631482104227,2010$ per tCO2
2C Main,No-LCP,FFI,2035,111.09100630494365,2010$ per tCO2
2C Main,No-LCP,FFI,2040,128.78524681451267,2010$ per tCO2
2C Main,No-LCP,FFI,2045,149.29740230604915,2010$ per tCO2
2C Main,No-LCP,FFI,2050,173.0764539518559,2010$ per tCO2
2C Main,No-LCP,FFI,2055,200.64290570766903,2010$ per tCO2
2C Main,No-LCP,FFI,2060,232.60036025448508,2010$ per tCO2
2C Main,No-LCP,FFI,2065,269.64750836688216,2010$ per tCO2
2C Main,No-LCP,FFI,2070,312.5954928257611,2010$ per tCO2
2C Main,No-LCP,FFI,2075,362.3836186251112,2010$ per tCO2
2C Main,No-LCP,FFI,2080,420.10333170865204,2010$ per tCO2
2C Main,No-LCP,FFI,2085,487.01227547062433,2010$ per tCO2
2C Main,No-LCP,FFI,2090,564.5834885085561,2010$ per tCO2
2C Main,No-LCP,FFI,2095,654.503750917287,2010$ per tCO2
2C Main,No-LCP,FFI,2100,758.7492413373396,2010$ per tCO2
1.5C,No-LCP,FFI,2025,82.72829512200768,2010$ per tCO2
1.5C,No-LCP,FFI,2030,151.0776167884951,2010$ per tCO2
1.5C,No-LCP,FFI,2035,211.89389431084695,2010$ per tCO2
1.5C,No-LCP,FFI,2040,245.64313928193627,2010$ per tCO2
1.5C,No-LCP,FFI,2045,284.7677555258454,2010$ per tCO2
1.5C,No-LCP,FFI,2050,330.123949311303,2010$ per tCO2
1.5C,No-LCP,FFI,2055,382.70394422350904,2010$ per tCO2
1.5C,No-LCP,FFI,2060,443.66037332727046,2010$ per tCO2
1.5C,No-LCP,FFI,2065,514.3232296532485,2010$ per tCO2
1.5C,No-LCP,FFI,2070,596.2395551413679,2010$ per tCO2
1.5C,No-LCP,FFI,2075,691.2077550398027,2010$ per tCO2
1.5C,No-LCP,FFI,2080,801.294961817719,2010$ per tCO2
1.5C,No-LCP,FFI,2085,928.9238547289799,2010$ per tCO2
1.5C,No-LCP,FFI,2090,1076.8767940770836,2010$ per tCO2
1.5C,No-LCP,FFI,2095,1248.3950435736817,2010$ per tCO2
1.5C,No-LCP,FFI,2100,1447.232515782781,2010$ per tCO2
1.5C,10%-LCP,FFI,2025,75.44330687417207,2010$ per tCO2
1.5C,10%-LCP,FFI,2030,137.77355221694128,2010$ per tCO2
1.5C,10%-LCP,FFI,2035,193.23471636467113,2010$ per tCO2
1.5C,10%-LCP,FFI,2040,224.0118382715932,2010$ per tCO2
1.5C,10%-LCP,FFI,2045,259.6913715423899,2010$ per tCO2
1.5C,10%-LCP,FFI,2050,301.0534519709246,2010$ per tCO2
1.5C,10%-LCP,FFI,2055,349.003483578692,2010$ per tCO2
1.5C,10%-LCP,FFI,2060,404.59074280704095,2010$ per tCO2
1.5C,10%-LCP,FFI,2065,469.0323572538165,2010$ per tCO2
1.5C,10%-LCP,FFI,2070,543.7343904245456,2010$ per tCO2
1.5C,10%-LCP,FFI,2075,630.3389723527338,2010$ per tCO2
1.5C,10%-LCP,FFI,2080,730.7354621151991,2010$ per tCO2
1.5C,10%-LCP,FFI,2085,847.1232886591343,2010$ per tCO2
1.5C,10%-LCP,FFI,2090,982.0491591865521,2010$ per tCO2
1.5C,10%-LCP,FFI,2095,1138.4608045984835,2010$ per tCO2
1.5C,10%-LCP,FFI,2100,1319.7896647937453,2010$ per tCO2
