Policy_Scenario,LCP_scenario,Sector_market,year,value,unit
1.5C,50%-LCP,Land-NonForest,2100,592.8453236269969,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2025,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2030,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2035,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2040,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2045,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2050,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2055,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2060,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2065,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2070,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2075,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2080,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2085,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2090,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2095,0,2010$ per tCO2
A/R-Focused,50%-LCP,Land-NonForest,2100,0,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2025,18.710029404917343,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2030,34.168046009342376,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2035,47.92233203268061,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2040,55.55501196182998,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2045,64.40357920934292,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2050,74.6615173743334,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2055,86.55331704295287,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2060,100.33902347982243,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2065,116.3200245989465,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2070,134.84731949358957,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2075,156.32482584822665,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2080,181.22302301283997,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2085,210.08722053279567,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2090,243.54872066417698,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2095,282.3401151540566,2010$ per tCO2
2C Main,50%-LCP,Land-NonForest,2100,327.30934174128635,2010$ per tCO2
