pathway,model,scenario,year,CarbonBudget_CB_GtCO2,variable,unit
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1200f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1200f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1400,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1400,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1400f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1400f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_600f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_600f_NDCp,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_700,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_700f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_800,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_800f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_900,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_900f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_1000,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_1000_COV,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_1000f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_1000f_COV,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000f_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_1200,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_1200f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_1400,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1400,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_1400f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1400f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_300f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_400,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_400f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_500,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_500f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_600,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_600_COV,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_600f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_600f_COV,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_700,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_700f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_800,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_800,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_800f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_800f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_900,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_NPi2020_900f,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.NGFS2_Below 2°C,REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.NGFS2_Below 2°C - IPD-95th,REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-95th,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.NGFS2_Below 2°C - IPD-median,REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-median,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.NGFS2_Delayed Transition,REMIND-MAgPIE 2.1-4.2,NGFS2_Delayed Transition,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.NGFS2_Net-Zero 2050,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.NGFS2_Net-Zero 2050 - IPD-95th,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-95th,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.NGFS2_Net-Zero 2050 - IPD-median,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-median,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.SusDev_SDP-PkBudg1000,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.SusDev_SSP1-PkBudg900,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.SusDev_SSP2-PkBudg900,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.3.DeepElec_SSP2_ HighRE_Budg1100,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1100,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.3.DeepElec_SSP2_ HighRE_Budg1300,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1300,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.3.DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.3.DeepElec_SSP2_def_Budg1100,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.3.DeepElec_SSP2_def_Budg1300,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1300,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-Transport 2.1.Transport_Budg1100_Conv,REMIND-Transport 2.1,Transport_Budg1100_Conv,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-Transport 2.1.Transport_Budg1100_Conv-LowD,REMIND-Transport 2.1,Transport_Budg1100_Conv-LowD,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-Transport 2.1.Transport_Budg1100_ConvSyn,REMIND-Transport 2.1,Transport_Budg1100_ConvSyn,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-Transport 2.1.Transport_Budg1100_ElecPush,REMIND-Transport 2.1,Transport_Budg1100_ElecPush,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-Transport 2.1.Transport_Budg1100_ElecPush-LowD,REMIND-Transport 2.1,Transport_Budg1100_ElecPush-LowD,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-Transport 2.1.Transport_Budg1100_H2Push,REMIND-Transport 2.1,Transport_Budg1100_H2Push,2050,"(500,825]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1000,TIAM-ECN 1.1,EN_INDCi2030_1000,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1000_COV,TIAM-ECN 1.1,EN_INDCi2030_1000_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1000_NDCp,TIAM-ECN 1.1,EN_INDCi2030_1000_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1000f,TIAM-ECN 1.1,EN_INDCi2030_1000f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1000f_COV,TIAM-ECN 1.1,EN_INDCi2030_1000f_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1000f_NDCp,TIAM-ECN 1.1,EN_INDCi2030_1000f_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1200,TIAM-ECN 1.1,EN_INDCi2030_1200,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1200f,TIAM-ECN 1.1,EN_INDCi2030_1200f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1400,TIAM-ECN 1.1,EN_INDCi2030_1400,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_1400f,TIAM-ECN 1.1,EN_INDCi2030_1400f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_900,TIAM-ECN 1.1,EN_INDCi2030_900,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_INDCi2030_900f,TIAM-ECN 1.1,EN_INDCi2030_900f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_1000,TIAM-ECN 1.1,EN_NPi2020_1000,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_1000_COV,TIAM-ECN 1.1,EN_NPi2020_1000_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_1000f,TIAM-ECN 1.1,EN_NPi2020_1000f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_1000f_COV,TIAM-ECN 1.1,EN_NPi2020_1000f_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_1200,TIAM-ECN 1.1,EN_NPi2020_1200,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_1200f,TIAM-ECN 1.1,EN_NPi2020_1200f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_1400,TIAM-ECN 1.1,EN_NPi2020_1400,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_1400f,TIAM-ECN 1.1,EN_NPi2020_1400f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_800,TIAM-ECN 1.1,EN_NPi2020_800,2050,"(500,825]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_800f,TIAM-ECN 1.1,EN_NPi2020_800f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_900,TIAM-ECN 1.1,EN_NPi2020_900,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
TIAM-ECN 1.1.EN_NPi2020_900f,TIAM-ECN 1.1,EN_NPi2020_900f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
WITCH 5.0.CO_2Deg2020,WITCH 5.0,CO_2Deg2020,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.CO_2Deg2030,WITCH 5.0,CO_2Deg2030,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.CO_Bridge,WITCH 5.0,CO_Bridge,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1000,WITCH 5.0,EN_INDCi2030_1000,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1000_NDCp,WITCH 5.0,EN_INDCi2030_1000_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1000f,WITCH 5.0,EN_INDCi2030_1000f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1000f_NDCp,WITCH 5.0,EN_INDCi2030_1000f_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1200,WITCH 5.0,EN_INDCi2030_1200,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1200_NDCp,WITCH 5.0,EN_INDCi2030_1200_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1200f,WITCH 5.0,EN_INDCi2030_1200f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1200f_NDCp,WITCH 5.0,EN_INDCi2030_1200f_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1400,WITCH 5.0,EN_INDCi2030_1400,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1400_NDCp,WITCH 5.0,EN_INDCi2030_1400_NDCp,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1400f,WITCH 5.0,EN_INDCi2030_1400f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_1400f_NDCp,WITCH 5.0,EN_INDCi2030_1400f_NDCp,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_500f,WITCH 5.0,EN_INDCi2030_500f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_600f,WITCH 5.0,EN_INDCi2030_600f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_600f_NDCp,WITCH 5.0,EN_INDCi2030_600f_NDCp,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_700f,WITCH 5.0,EN_INDCi2030_700f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_700f_NDCp,WITCH 5.0,EN_INDCi2030_700f_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_800,WITCH 5.0,EN_INDCi2030_800,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_800_NDCp,WITCH 5.0,EN_INDCi2030_800_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_800f,WITCH 5.0,EN_INDCi2030_800f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_800f_NDCp,WITCH 5.0,EN_INDCi2030_800f_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_900,WITCH 5.0,EN_INDCi2030_900,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_900_NDCp,WITCH 5.0,EN_INDCi2030_900_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_900f,WITCH 5.0,EN_INDCi2030_900f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_INDCi2030_900f_NDCp,WITCH 5.0,EN_INDCi2030_900f_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_1000,WITCH 5.0,EN_NPi2020_1000,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_1000f,WITCH 5.0,EN_NPi2020_1000f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_1200,WITCH 5.0,EN_NPi2020_1200,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_1200f,WITCH 5.0,EN_NPi2020_1200f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_1400,WITCH 5.0,EN_NPi2020_1400,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_1400f,WITCH 5.0,EN_NPi2020_1400f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_1600,WITCH 5.0,EN_NPi2020_1600,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_1600f,WITCH 5.0,EN_NPi2020_1600f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_450f,WITCH 5.0,EN_NPi2020_450f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_500f,WITCH 5.0,EN_NPi2020_500f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_600,WITCH 5.0,EN_NPi2020_600,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_600f,WITCH 5.0,EN_NPi2020_600f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_700,WITCH 5.0,EN_NPi2020_700,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_700f,WITCH 5.0,EN_NPi2020_700f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_800,WITCH 5.0,EN_NPi2020_800,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_800f,WITCH 5.0,EN_NPi2020_800f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_900,WITCH 5.0,EN_NPi2020_900,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH 5.0.EN_NPi2020_900f,WITCH 5.0,EN_NPi2020_900f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH-GLOBIOM 3.1.SSP4-19,WITCH-GLOBIOM 3.1,SSP4-19,2050,"(175,500]",Price|Carbon,US$2010/t CO2
WITCH-GLOBIOM 4.4.CD-LINKS_INDC2030i_1600,WITCH-GLOBIOM 4.4,CD-LINKS_INDC2030i_1600,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
WITCH-GLOBIOM 4.4.CD-LINKS_NDC2030i_1000,WITCH-GLOBIOM 4.4,CD-LINKS_NDC2030i_1000,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH-GLOBIOM 4.4.CD-LINKS_NPi2020_1000,WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,2050,"(500,825]",Price|Carbon,US$2010/t CO2
WITCH-GLOBIOM 4.4.CD-LINKS_NPi2020_1600,WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.0.SSP1-26,AIM/CGE 2.0,SSP1-26,2100,"(825,1150]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.0.SSP4-26,AIM/CGE 2.0,SSP4-26,2100,"(825,1150]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.1.CD-LINKS_NDC2030i_1000,AIM/CGE 2.1,CD-LINKS_NDC2030i_1000,2100,"(500,825]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.1.CD-LINKS_NPi2020_1000,AIM/CGE 2.1,CD-LINKS_NPi2020_1000,2100,"(500,825]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.1.CO_Bridge,AIM/CGE 2.1,CO_Bridge,2100,"(825,1150]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_INDCi2030_1000f,AIM/CGE 2.2,EN_INDCi2030_1000f,2100,"(825,1150]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_INDCi2030_1200,AIM/CGE 2.2,EN_INDCi2030_1200,2100,"(1150,1475]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_INDCi2030_1200f,AIM/CGE 2.2,EN_INDCi2030_1200f,2100,"(825,1150]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_INDCi2030_1400,AIM/CGE 2.2,EN_INDCi2030_1400,2100,"(1150,1475]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_INDCi2030_1400f,AIM/CGE 2.2,EN_INDCi2030_1400f,2100,"(1150,1475]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_INDCi2030_800f,AIM/CGE 2.2,EN_INDCi2030_800f,2100,"(500,825]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_INDCi2030_900f,AIM/CGE 2.2,EN_INDCi2030_900f,2100,"(825,1150]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_1000,AIM/CGE 2.2,EN_NPi2020_1000,2100,"(825,1150]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_1000f,AIM/CGE 2.2,EN_NPi2020_1000f,2100,"(825,1150]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_1200,AIM/CGE 2.2,EN_NPi2020_1200,2100,"(825,1150]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_1200f,AIM/CGE 2.2,EN_NPi2020_1200f,2100,"(1150,1475]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_1400,AIM/CGE 2.2,EN_NPi2020_1400,2100,"(1150,1475]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_1400f,AIM/CGE 2.2,EN_NPi2020_1400f,2100,"(1150,1475]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_300f,AIM/CGE 2.2,EN_NPi2020_300f,2100,"(175,500]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_400f,AIM/CGE 2.2,EN_NPi2020_400f,2100,"(175,500]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_500f,AIM/CGE 2.2,EN_NPi2020_500f,2100,"(175,500]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_600,AIM/CGE 2.2,EN_NPi2020_600,2100,"(500,825]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_600f,AIM/CGE 2.2,EN_NPi2020_600f,2100,"(500,825]",Price|Carbon,US$2010/t CO2
AIM/CGE 2.2.EN_NPi2020_700,AIM/CGE 2.2,EN_NPi2020_700,2100,"(500,825]",Price|Carbon,US$2010/t CO2
