Policy_Scenario,LCP_scenario,year,unit,Electricity,Refining,Gas & Hydrogen,Final energy,BECCS: Residue & MSW,BECCS: Purpose-grown,LULUCF
2C Main,No-LCP,2100,GtCO2 per yr,1.4888231267552916,0.4116656870178298,0.42775992790713274,1.0849871182228323,-4.835866224768647,-10.831563568633763,0.7327762977651636
2C Main,10%-LCP,2020,GtCO2 per yr,12.965858593712065,1.0624354218186003,0.11959477498483898,24.352451240729316,-1.1596790883333333e-5,0,0.7327784197933795
2C Main,10%-LCP,2025,GtCO2 per yr,12.043371030474352,1.0799862637444928,0.05533930499449663,23.66988011229847,-0.012784419274098653,-0.004620642368709016,1.7004140651886313
2C Main,10%-LCP,2030,GtCO2 per yr,9.348789683060962,1.0667287037070552,0.06938435402520443,22.51782169761226,-0.09251834017796878,-0.04808906443878024,1.0002336703921193
2C Main,10%-LCP,2035,GtCO2 per yr,6.680599397755215,1.0337011908773028,0.09802842125742883,20.59944915758541,-0.28956228442811255,-0.19339195661651448,1.2322184092244728
2C Main,10%-LCP,2040,GtCO2 per yr,5.091397043670569,1.012307245176343,0.13113651130944048,18.890911181047187,-0.5452401111030108,-0.479997899354991,2.1439620433729716
2C Main,10%-LCP,2045,GtCO2 per yr,3.6754195327652037,0.955690429985179,0.19588192244033786,17.46495635816126,-0.8993040567961378,-1.0497891411490599,3.1728781368924563
2C Main,10%-LCP,2050,GtCO2 per yr,2.84611206670268,0.8606991790702185,0.26086155934504995,16.064939666792103,-1.2578343088717072,-1.9062707131113659,3.665457365608824
2C Main,10%-LCP,2055,GtCO2 per yr,2.41064259754501,0.8048645999999031,0.3895253645774731,15.054853289222214,-1.5980964397115263,-2.453585639648327,1.454935765103149
2C Main,10%-LCP,2060,GtCO2 per yr,2.1468973920358323,0.7735922810338314,0.47082701508638153,14.025919655323207,-1.9297498139785874,-2.98219319831402,0.9035319421174668
2C Main,10%-LCP,2065,GtCO2 per yr,1.9752663087944158,0.7716082030520861,0.5335063650019061,12.759602796698513,-2.3062020901331945,-3.597624864081966,0.7309030210689773
2C Main,10%-LCP,2070,GtCO2 per yr,1.9051676222249148,0.8163450770883325,0.5835803846278663,11.314872831934132,-2.74081205831138,-4.512981482215427,1.051807555079183
2C Main,10%-LCP,2075,GtCO2 per yr,1.8460139052904867,0.8133475963005419,0.6151944290441438,9.384379201421527,-3.2520838503996146,-6.28437597795193,2.7328960226574193
2C Main,10%-LCP,2080,GtCO2 per yr,1.8145317534809577,0.796670683754907,0.6413820484488729,7.704794111079154,-3.6563140994369085,-7.523413295564745,1.6562845657336662
2C Main,10%-LCP,2085,GtCO2 per yr,1.76495444829808,0.7515492127136632,0.6419220973639517,6.096335102919605,-3.9928732903593547,-8.345763536012392,1.0154553681966412
2C Main,10%-LCP,2090,GtCO2 per yr,1.6903615339800213,0.6668543408840857,0.6097663989820121,4.472015292729893,-4.265505433809946,-9.063382701297446,0.6879486070750752
2C Main,10%-LCP,2095,GtCO2 per yr,1.6188062066266626,0.5593943337291284,0.5475440355928748,2.908749885417116,-4.496938053761319,-9.619961689238945,0.603141031781655
2C Main,10%-LCP,2100,GtCO2 per yr,1.5198582586448883,0.4540576256497135,0.4665119028319151,1.5306256285776652,-4.709310583054785,-10.159368382991593,0.37376237808858687
2C Main,50%-LCP,2020,GtCO2 per yr,12.965849418731356,1.0624337161341375,0.1195948877563183,24.352448456089913,-1.1596790883333333e-5,0,0.7327795607126023
2C Main,50%-LCP,2025,GtCO2 per yr,12.20732292486515,1.0837988671919607,0.06363506315332823,23.780821903803073,-0.011106332073814828,-0.003588064296996841,-0.3022677623147413
2C Main,50%-LCP,2030,GtCO2 per yr,9.849361092503226,1.0740051335532874,0.08779080247001964,22.726963844871605,-0.0751456099648171,-0.03314958096229619,-2.1593651938978695
2C Main,50%-LCP,2035,GtCO2 per yr,7.423081210948009,1.0468137049968125,0.12526291880344964,20.940548346016108,-0.23082819505263802,-0.1260152425774909,-2.2139777546500667
2C Main,50%-LCP,2040,GtCO2 per yr,5.821874320451191,1.0344604492110545,0.16249956238337493,19.37262262024562,-0.4411334520161208,-0.3135924754065053,-1.0648241905869156
2C Main,50%-LCP,2045,GtCO2 per yr,4.269950417288005,0.9942449574301513,0.226159724596796,18.11912117700749,-0.7503017707367639,-0.693091571194302,-0.1733392344755069
2C Main,50%-LCP,2050,GtCO2 per yr,3.2495059039847387,0.9104331313820854,0.2900478121551332,16.877078797181447,-1.0727870852082326,-1.2832205053233128,0.3704516898534189
2C Main,50%-LCP,2055,GtCO2 per yr,2.6566511935116863,0.853537029170049,0.3725660245263339,15.851362444670656,-1.3722540970163073,-1.8748977990688465,-0.04166586358903031
2C Main,50%-LCP,2060,GtCO2 per yr,2.30915517526714,0.8288461551447207,0.4560203708097262,14.825250334594246,-1.6865534772695354,-2.391238096404322,-0.7349141126133844
2C Main,50%-LCP,2065,GtCO2 per yr,2.083436462747594,0.8428239698195604,0.528976374561011,13.639090707097694,-2.031480630287207,-2.9051838470829288,-1.190655983031888
2C Main,50%-LCP,2070,GtCO2 per yr,1.9786746024196065,0.9406754413446156,0.5878632499632203,12.427010984023005,-2.417993058433928,-3.4935179633128453,-1.271562739715381
2C Main,50%-LCP,2075,GtCO2 per yr,1.9032330350644946,1.0227091872635037,0.6426560641725311,10.999375151104692,-2.881916196044362,-4.232876056822532,-1.3203579092622748
2C Main,50%-LCP,2080,GtCO2 per yr,1.854840589192416,0.9837950630638861,0.670460316084177,9.206210782416662,-3.347305512676823,-5.421298947523023,-0.608597285308349
2C Main,50%-LCP,2085,GtCO2 per yr,1.7910134200470536,0.8777948587414369,0.6722368497224032,7.27511835220174,-3.701465494963985,-6.918892851977808,-0.13839439217513405
2C Main,50%-LCP,2090,GtCO2 per yr,1.7192844604330721,0.7962513197228205,0.6550226723922687,5.709292666107935,-3.971604101839235,-7.639972818267973,-0.5204862633766657
2C Main,50%-LCP,2095,GtCO2 per yr,1.6515935583556214,0.6862440277808954,0.6028662806135104,4.173613647922152,-4.169409264229064,-8.20140770118769,-0.44461709110412234
2C Main,50%-LCP,2100,GtCO2 per yr,1.5595283226853427,0.5678698654411998,0.5256812440170069,2.7489712765069454,-4.339165691722194,-8.705364447855798,-0.42733404972403183
2C Main,100%-LCP,2020,GtCO2 per yr,12.965826681001163,1.0624310695339234,0.1195955140371163,24.35243553435461,-1.1596794916666666e-5,0,0.7327797014974217
2C Main,100%-LCP,2025,GtCO2 per yr,12.266356989064805,1.0851659084012943,0.06840436951533879,23.82421063436213,-0.010684109496103683,-0.0031126761809626507,-1.6434925799775346
2C Main,100%-LCP,2030,GtCO2 per yr,10.020771926357204,1.0765751264896206,0.09755658186848926,22.806059706478557,-0.07055451654829199,-0.027153737988894342,-4.500360352107265
2C Main,100%-LCP,2035,GtCO2 per yr,7.6693917246345675,1.0515610563987443,0.13967527809704838,21.067651145072336,-0.2149443596125251,-0.10027489897099907,-4.516307786662943
2C Main,100%-LCP,2040,GtCO2 per yr,6.078023352220539,1.0427349164129565,0.1807119649629424,19.55503933945044,-0.41072231629928063,-0.24921562155292515,-3.1470663656796476
2C Main,100%-LCP,2045,GtCO2 per yr,4.498347205263987,1.009876839538038,0.24682404687348614,18.376228726376482,-0.700530765142996,-0.5507978563508537,-2.057881194365266
2C Main,100%-LCP,2050,GtCO2 per yr,3.418215882943376,0.936754341868524,0.31373557548574726,17.218747338393253,-1.0026220254355247,-1.0197892020153476,-1.381022339514655
2C Main,100%-LCP,2055,GtCO2 per yr,2.7727569669924743,0.8857202157606108,0.39604822335928735,16.263866832751887,-1.2842705900437503,-1.474589197373562,-1.4610045893944434
2C Main,100%-LCP,2060,GtCO2 per yr,2.3879888058833685,0.8677628246967573,0.4632376168834196,15.245496420637659,-1.5771937287397593,-1.949020523534427,-1.6659028399851312
2C Main,100%-LCP,2065,GtCO2 per yr,2.1343975634142107,0.8857570415948427,0.5212039522747562,14.041110497873454,-1.9062615107871594,-2.53259947097939,-1.5989786817990181
2C Main,100%-LCP,2070,GtCO2 per yr,2.015468356212542,0.9959299081539242,0.5857719131420797,12.87915360888345,-2.283925738706605,-3.0561503944700728,-1.653238340603267
2C Main,100%-LCP,2075,GtCO2 per yr,1.929850710292052,1.0869284951616267,0.645928014063222,11.507890283314332,-2.7286969921927704,-3.6965679540250784,-1.8903583539333109
2C Main,100%-LCP,2080,GtCO2 per yr,1.8771696465523355,1.08355199508306,0.6850984768877442,9.945427474563319,-3.1848009073363657,-4.401848482758328,-1.787999260265599
2C Main,100%-LCP,2085,GtCO2 per yr,1.815710110272875,1.0043865621781949,0.696508422011605,8.205374291573113,-3.5251312575239284,-5.331926944525801,-1.4485064955941933
2C Main,100%-LCP,2090,GtCO2 per yr,1.7385388110261295,0.8727025628116598,0.6750690744396687,6.37760723968084,-3.77332327110295,-6.541957590513674,-0.8405310032436587
2C Main,100%-LCP,2095,GtCO2 per yr,1.671553406352829,0.7647486321070084,0.626591428582852,4.8816109214571375,-3.954101266450973,-7.067280060055744,-1.0381025355058018
2C Main,100%-LCP,2100,GtCO2 per yr,1.5814049408403195,0.6455236184574543,0.5507232246604629,3.482304595089137,-4.0987146064242594,-7.5245580714538844,-0.8426187328074036
A/R-Focused,10%-LCP,2020,GtCO2 per yr,12.965813631998103,1.0624295838884066,0.11959582579982395,24.35242785680719,-1.159679895e-5,0,0.732779369295479
A/R-Focused,10%-LCP,2025,GtCO2 per yr,12.07171147248106,1.0806241233854046,0.05575703855290176,23.6868764572824,-0.012427848600724581,-0.00452720322728642,1.995100197405775
